Category,Attribute,Price,Currency,XCH_Equivalent,NFT_Edition,Trade_Date
"Head","Propeller Hat",0.4,"XCH",0.4000,1590,"2025-12-30"
"Clothes","Topless",0.4,"XCH",0.4000,1590,"2025-12-30"
"Background","Sky Dive",0.4,"XCH",0.4000,1590,"2025-12-30"
"Base","Wojak",1,"XCH",1.0000,1072,"2025-12-30"
"Face","Rekt",1,"XCH",1.0000,1072,"2025-12-30"
"Mouth","Joint",1,"XCH",1.0000,1072,"2025-12-30"
"Face Wear","Shades",1,"XCH",1.0000,1072,"2025-12-30"
"Head","Wizard Hat",1,"XCH",1.0000,1072,"2025-12-30"
"Clothes","Roman Drip",1,"XCH",1.0000,1072,"2025-12-30"
"Background","Rome",1,"XCH",1.0000,1072,"2025-12-30"
"Base","Wojak",0.5,"XCH",0.5000,698,"2025-12-30"
"Face","Classic",0.5,"XCH",0.5000,698,"2025-12-30"
"Mouth","Smile",0.5,"XCH",0.5000,698,"2025-12-30"
"Face Wear","3D Glasses",0.5,"XCH",0.5000,698,"2025-12-30"
"Head","Pirate Hat",0.5,"XCH",0.5000,698,"2025-12-30"
"Clothes","Tank Top",0.5,"XCH",0.5000,698,"2025-12-30"
"Background","Pirate Ship",0.5,"XCH",0.5000,698,"2025-12-30"
"Base","Monkey Zoo",0.725,"XCH",0.7250,3578,"2025-12-30"
"Face","Bleeding Bags",0.725,"XCH",0.7250,3578,"2025-12-30"
"Mouth","Pipe",0.725,"XCH",0.7250,3578,"2025-12-30"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,3578,"2025-12-30"
"Head","Ronin Helmet",0.725,"XCH",0.7250,3578,"2025-12-30"
"Clothes","Suit",0.725,"XCH",0.7250,3578,"2025-12-30"
"Background","Sky Shock Blue",0.725,"XCH",0.7250,3578,"2025-12-30"
"Base","Wojak",0.5,"XCH",0.5000,1486,"2025-12-30"
"Face","Rekt",0.5,"XCH",0.5000,1486,"2025-12-30"
"Mouth","Bubble Gum",0.5,"XCH",0.5000,1486,"2025-12-30"
"Face Wear","MOG Glasses",0.5,"XCH",0.5000,1486,"2025-12-30"
"Head","No Headgear",0.5,"XCH",0.5000,1486,"2025-12-30"
"Clothes","Chia Farmer",0.5,"XCH",0.5000,1486,"2025-12-30"
"Background","Tangerine Pop",0.5,"XCH",0.5000,1486,"2025-12-30"
"Base","Wojak",1,"XCH",1.0000,1774,"2025-12-30"
"Face","Classic",1,"XCH",1.0000,1774,"2025-12-30"
"Mouth","Pipe",1,"XCH",1.0000,1774,"2025-12-30"
"Face Wear","Shades",1,"XCH",1.0000,1774,"2025-12-30"
"Head","Wizard Hat",1,"XCH",1.0000,1774,"2025-12-30"
"Clothes","Wizard Drip",1,"XCH",1.0000,1774,"2025-12-30"
"Background","Chia Green",1,"XCH",1.0000,1774,"2025-12-30"
"Base","Wojak",0.5,"XCH",0.5000,673,"2025-12-30"
"Face","Rugged",0.5,"XCH",0.5000,673,"2025-12-30"
"Mouth","Cohiba",0.5,"XCH",0.5000,673,"2025-12-30"
"Face Wear","MOG Glasses",0.5,"XCH",0.5000,673,"2025-12-30"
"Head","Hard Hat",0.5,"XCH",0.5000,673,"2025-12-30"
"Clothes","Bathrobe",0.5,"XCH",0.5000,673,"2025-12-30"
"Background","Neo Mint",0.5,"XCH",0.5000,673,"2025-12-30"
"Base","Alien Soyjak",2,"XCH",2.0000,3784,"2025-12-31"
"Face","Rugged",2,"XCH",2.0000,3784,"2025-12-31"
"Mouth","Screaming",2,"XCH",2.0000,3784,"2025-12-31"
"Face Wear","Laser Eyes",2,"XCH",2.0000,3784,"2025-12-31"
"Head","No Headgear",2,"XCH",2.0000,3784,"2025-12-31"
"Clothes","Topless",2,"XCH",2.0000,3784,"2025-12-31"
"Background","One Market",2,"XCH",2.0000,3784,"2025-12-31"
"Base","Wojak",0.8,"XCH",0.8000,931,"2025-12-30"
"Face","Rugged",0.8,"XCH",0.8000,931,"2025-12-30"
"Mouth","Cig",0.8,"XCH",0.8000,931,"2025-12-30"
"Face Wear","Laser Eyes",0.8,"XCH",0.8000,931,"2025-12-30"
"Head","Super Saiyan",0.8,"XCH",0.8000,931,"2025-12-30"
"Clothes","Super Saiyan Uniform",0.8,"XCH",0.8000,931,"2025-12-30"
"Background","Hot Coral",0.8,"XCH",0.8000,931,"2025-12-30"
"Base","Wojak",0.82,"XCH",0.8200,321,"2025-12-30"
"Face","Classic",0.82,"XCH",0.8200,321,"2025-12-30"
"Mouth","Copium Mask",0.82,"XCH",0.8200,321,"2025-12-30"
"Face Wear","Tyson Tattoo",0.82,"XCH",0.8200,321,"2025-12-30"
"Head","Hard Hat",0.82,"XCH",0.8200,321,"2025-12-30"
"Clothes","God's Robe",0.82,"XCH",0.8200,321,"2025-12-30"
"Background","Bepe Barracks",0.82,"XCH",0.8200,321,"2025-12-30"
"Base","Wojak",0.5,"XCH",0.5000,1087,"2025-12-30"
"Face","Rekt",0.5,"XCH",0.5000,1087,"2025-12-30"
"Mouth","Joint",0.5,"XCH",0.5000,1087,"2025-12-30"
"Face Wear","Ninja Turtle Mask",0.5,"XCH",0.5000,1087,"2025-12-30"
"Head","Cap",0.5,"XCH",0.5000,1087,"2025-12-30"
"Clothes","Roman Drip",0.5,"XCH",0.5000,1087,"2025-12-30"
"Background","Chia Green",0.5,"XCH",0.5000,1087,"2025-12-30"
"Base","Wojak",0.4,"XCH",0.4000,799,"2025-12-30"
"Face","Terminator",0.4,"XCH",0.4000,799,"2025-12-30"
"Mouth","Cig",0.4,"XCH",0.4000,799,"2025-12-30"
"Face Wear","No Face Wear",0.4,"XCH",0.4000,799,"2025-12-30"
"Head","SWAT Helmet",0.4,"XCH",0.4000,799,"2025-12-30"
"Clothes","Tee",0.4,"XCH",0.4000,799,"2025-12-30"
"Background","$CHIA",0.4,"XCH",0.4000,799,"2025-12-30"
"Base","Wojak",1.2,"XCH",1.2000,1775,"2025-12-30"
"Face","Classic",1.2,"XCH",1.2000,1775,"2025-12-30"
"Mouth","Copium Mask",1.2,"XCH",1.2000,1775,"2025-12-30"
"Face Wear","Aviators",1.2,"XCH",1.2000,1775,"2025-12-30"
"Head","Wizard Hat",1.2,"XCH",1.2000,1775,"2025-12-30"
"Clothes","Wizard Drip",1.2,"XCH",1.2000,1775,"2025-12-30"
"Background","Price Down",1.2,"XCH",1.2000,1775,"2025-12-30"
"Base","Wojak",1.2,"XCH",1.2000,1775,"2025-12-30"
"Face","Classic",1.2,"XCH",1.2000,1775,"2025-12-30"
"Mouth","Copium Mask",1.2,"XCH",1.2000,1775,"2025-12-30"
"Face Wear","Aviators",1.2,"XCH",1.2000,1775,"2025-12-30"
"Head","Wizard Hat",1.2,"XCH",1.2000,1775,"2025-12-30"
"Clothes","Wizard Drip",1.2,"XCH",1.2000,1775,"2025-12-30"
"Background","Price Down",1.2,"XCH",1.2000,1775,"2025-12-30"
"Base","Baddie",0.4,"XCH",0.4000,3036,"2025-12-30"
"Face","Classic",0.4,"XCH",0.4000,3036,"2025-12-30"
"Mouth","Glossed Lips",0.4,"XCH",0.4000,3036,"2025-12-30"
"Face Wear","No Face Wear",0.4,"XCH",0.4000,3036,"2025-12-30"
"Head","Spikes",0.4,"XCH",0.4000,3036,"2025-12-30"
"Clothes","Denim Vest",0.4,"XCH",0.4000,3036,"2025-12-30"
"Background","Green Candle",0.4,"XCH",0.4000,3036,"2025-12-30"
"Base","Wojak",0.69,"XCH",0.6900,779,"2025-12-30"
"Face","Rekt",0.69,"XCH",0.6900,779,"2025-12-30"
"Mouth","Cig",0.69,"XCH",0.6900,779,"2025-12-30"
"Face Wear","Aviators",0.69,"XCH",0.6900,779,"2025-12-30"
"Head","Super Saiyan",0.69,"XCH",0.6900,779,"2025-12-30"
"Clothes","Tee",0.69,"XCH",0.6900,779,"2025-12-30"
"Background","Hell",0.69,"XCH",0.6900,779,"2025-12-30"
"Base","Waifu",0.6,"XCH",0.6000,2933,"2025-12-30"
"Face","Classic",0.6,"XCH",0.6000,2933,"2025-12-30"
"Mouth","Glossed Lips",0.6,"XCH",0.6000,2933,"2025-12-30"
"Face Wear","Cyber Shades",0.6,"XCH",0.6000,2933,"2025-12-30"
"Head","Mermaid Waves",0.6,"XCH",0.6000,2933,"2025-12-30"
"Clothes","Sports Bra",0.6,"XCH",0.6000,2933,"2025-12-30"
"Background","$CHIA",0.6,"XCH",0.6000,2933,"2025-12-30"
"Base","Bepe Soyjak",1,"XCH",1.0000,4114,"2025-12-30"
"Face","Rekt",1,"XCH",1.0000,4114,"2025-12-30"
"Mouth","Cig",1,"XCH",1.0000,4114,"2025-12-30"
"Face Wear","MOG Glasses",1,"XCH",1.0000,4114,"2025-12-30"
"Head","Wizard Hat",1,"XCH",1.0000,4114,"2025-12-30"
"Clothes","Wizard Drip",1,"XCH",1.0000,4114,"2025-12-30"
"Background","Moon",1,"XCH",1.0000,4114,"2025-12-30"
"Base","Baddie",0.5,"XCH",0.5000,3131,"2025-12-30"
"Face","Classic",0.5,"XCH",0.5000,3131,"2025-12-30"
"Mouth","Bandana Mask",0.5,"XCH",0.5000,3131,"2025-12-30"
"Face Wear","No Face Wear",0.5,"XCH",0.5000,3131,"2025-12-30"
"Head","Ponytail",0.5,"XCH",0.5000,3131,"2025-12-30"
"Clothes","School Uniform",0.5,"XCH",0.5000,3131,"2025-12-30"
"Background","Sky Dive",0.5,"XCH",0.5000,3131,"2025-12-30"
"Base","Waifu",0.3,"XCH",0.3000,2954,"2025-12-30"
"Face","Classic",0.3,"XCH",0.3000,2954,"2025-12-30"
"Mouth","Bubble Gum",0.3,"XCH",0.3000,2954,"2025-12-30"
"Face Wear","Laser Eyes",0.3,"XCH",0.3000,2954,"2025-12-30"
"Head","Centurion",0.3,"XCH",0.3000,2954,"2025-12-30"
"Clothes","Suit",0.3,"XCH",0.3000,2954,"2025-12-30"
"Background","Green Candle",0.3,"XCH",0.3000,2954,"2025-12-30"
"Base","Soyjak",0.3,"XCH",0.3000,2260,"2025-12-30"
"Face","Classic",0.3,"XCH",0.3000,2260,"2025-12-30"
"Mouth","Cig",0.3,"XCH",0.3000,2260,"2025-12-30"
"Face Wear","Aviators",0.3,"XCH",0.3000,2260,"2025-12-30"
"Head","Propeller Hat",0.3,"XCH",0.3000,2260,"2025-12-30"
"Clothes","Firefighter Uniform",0.3,"XCH",0.3000,2260,"2025-12-30"
"Background","Golden Hour",0.3,"XCH",0.3000,2260,"2025-12-30"
"Base","Wojak",0.3,"XCH",0.3000,1539,"2025-12-30"
"Face","Classic",0.3,"XCH",0.3000,1539,"2025-12-30"
"Mouth","Bubble Gum",0.3,"XCH",0.3000,1539,"2025-12-30"
"Face Wear","Shades",0.3,"XCH",0.3000,1539,"2025-12-30"
"Head","Ronin Helmet",0.3,"XCH",0.3000,1539,"2025-12-30"
"Clothes","Topless",0.3,"XCH",0.3000,1539,"2025-12-30"
"Background","$BEPE",0.3,"XCH",0.3000,1539,"2025-12-30"
"Base","Monkey Zoo",0.8,"XCH",0.8000,3565,"2025-12-30"
"Face","Rekt",0.8,"XCH",0.8000,3565,"2025-12-30"
"Mouth","Cig",0.8,"XCH",0.8000,3565,"2025-12-30"
"Face Wear","Ninja Turtle Mask",0.8,"XCH",0.8000,3565,"2025-12-30"
"Head","Firefighter Helmet",0.8,"XCH",0.8000,3565,"2025-12-30"
"Clothes","Sports Jacket",0.8,"XCH",0.8000,3565,"2025-12-30"
"Background","Everythings Fine",0.8,"XCH",0.8000,3565,"2025-12-30"
"Base","Wojak",1,"XCH",1.0000,327,"2025-12-29"
"Face","Classic",1,"XCH",1.0000,327,"2025-12-29"
"Mouth","Bubble Gum",1,"XCH",1.0000,327,"2025-12-29"
"Face Wear","No Face Wear",1,"XCH",1.0000,327,"2025-12-29"
"Head","Wizard Hat",1,"XCH",1.0000,327,"2025-12-29"
"Clothes","God's Robe",1,"XCH",1.0000,327,"2025-12-29"
"Background","Spell Room",1,"XCH",1.0000,327,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,991,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,991,"2025-12-29"
"Mouth","Bubble Gum",0.3,"XCH",0.3000,991,"2025-12-29"
"Face Wear","Clown Nose",0.3,"XCH",0.3000,991,"2025-12-29"
"Head","Field Cap",0.3,"XCH",0.3000,991,"2025-12-29"
"Clothes","Ninja Turtle Fit",0.3,"XCH",0.3000,991,"2025-12-29"
"Background","$CHIA",0.3,"XCH",0.3000,991,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,387,"2025-12-29"
"Face","NPC",0.3,"XCH",0.3000,387,"2025-12-29"
"Mouth","Cohiba",0.3,"XCH",0.3000,387,"2025-12-29"
"Face Wear","Alpha Shades",0.3,"XCH",0.3000,387,"2025-12-29"
"Head","Beanie",0.3,"XCH",0.3000,387,"2025-12-29"
"Clothes","Straitjacket",0.3,"XCH",0.3000,387,"2025-12-29"
"Background","$CHIA",0.3,"XCH",0.3000,387,"2025-12-29"
"Base","Soyjak",0.3,"XCH",0.3000,2355,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,2355,"2025-12-29"
"Mouth","Numb",0.3,"XCH",0.3000,2355,"2025-12-29"
"Face Wear","Cyber Shades",0.3,"XCH",0.3000,2355,"2025-12-29"
"Head","Fedora",0.3,"XCH",0.3000,2355,"2025-12-29"
"Clothes","SWAT Gear",0.3,"XCH",0.3000,2355,"2025-12-29"
"Background","Tangerine Pop",0.3,"XCH",0.3000,2355,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,455,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,455,"2025-12-29"
"Mouth","Joint",0.3,"XCH",0.3000,455,"2025-12-29"
"Face Wear","Laser Eyes",0.3,"XCH",0.3000,455,"2025-12-29"
"Head","Cap",0.3,"XCH",0.3000,455,"2025-12-29"
"Clothes","SWAT Gear",0.3,"XCH",0.3000,455,"2025-12-29"
"Background","Radioactive Forest",0.3,"XCH",0.3000,455,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,316,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,316,"2025-12-29"
"Mouth","Numb",0.3,"XCH",0.3000,316,"2025-12-29"
"Face Wear","Alpha Shades",0.3,"XCH",0.3000,316,"2025-12-29"
"Head","Comrade Hat",0.3,"XCH",0.3000,316,"2025-12-29"
"Clothes","God's Robe",0.3,"XCH",0.3000,316,"2025-12-29"
"Background","Heaven",0.3,"XCH",0.3000,316,"2025-12-29"
"Base","Soyjak",0.3,"XCH",0.3000,2348,"2025-12-29"
"Face","Bleeding Bags",0.3,"XCH",0.3000,2348,"2025-12-29"
"Mouth","Screaming",0.3,"XCH",0.3000,2348,"2025-12-29"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,2348,"2025-12-29"
"Head","Standard Cut",0.3,"XCH",0.3000,2348,"2025-12-29"
"Clothes","SWAT Gear",0.3,"XCH",0.3000,2348,"2025-12-29"
"Background","Bepe Barracks",0.3,"XCH",0.3000,2348,"2025-12-29"
"Base","Wojak",1,"XCH",1.0000,159,"2025-12-29"
"Face","Rugged",1,"XCH",1.0000,159,"2025-12-29"
"Mouth","Smile",1,"XCH",1.0000,159,"2025-12-29"
"Face Wear","MOG Glasses",1,"XCH",1.0000,159,"2025-12-29"
"Head","No Headgear",1,"XCH",1.0000,159,"2025-12-29"
"Clothes","Astronaut",1,"XCH",1.0000,159,"2025-12-29"
"Background","Sky Dive",1,"XCH",1.0000,159,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,570,"2025-12-30"
"Face","Classic",0.3,"XCH",0.3000,570,"2025-12-30"
"Mouth","Vampire Teeth",0.3,"XCH",0.3000,570,"2025-12-30"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,570,"2025-12-30"
"Head","No Headgear",0.3,"XCH",0.3000,570,"2025-12-30"
"Clothes","Drac",0.3,"XCH",0.3000,570,"2025-12-30"
"Background","Hot Coral",0.3,"XCH",0.3000,570,"2025-12-30"
"Base","Wojak",0.3,"XCH",0.3000,1767,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,1767,"2025-12-29"
"Mouth","Cig",0.3,"XCH",0.3000,1767,"2025-12-29"
"Face Wear","Tyson Tattoo",0.3,"XCH",0.3000,1767,"2025-12-29"
"Head","Propeller Hat",0.3,"XCH",0.3000,1767,"2025-12-29"
"Clothes","Wizard Drip",0.3,"XCH",0.3000,1767,"2025-12-29"
"Background","Green Candle",0.3,"XCH",0.3000,1767,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,327,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,327,"2025-12-29"
"Mouth","Bubble Gum",0.3,"XCH",0.3000,327,"2025-12-29"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,327,"2025-12-29"
"Head","Wizard Hat",0.3,"XCH",0.3000,327,"2025-12-29"
"Clothes","God's Robe",0.3,"XCH",0.3000,327,"2025-12-29"
"Background","Spell Room",0.3,"XCH",0.3000,327,"2025-12-29"
"Base","Soyjak",0.3,"XCH",0.3000,2173,"2025-12-30"
"Face","Classic",0.3,"XCH",0.3000,2173,"2025-12-30"
"Mouth","Cohiba",0.3,"XCH",0.3000,2173,"2025-12-30"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,2173,"2025-12-30"
"Head","Standard Cut",0.3,"XCH",0.3000,2173,"2025-12-30"
"Clothes","Viking Armor",0.3,"XCH",0.3000,2173,"2025-12-30"
"Background","Sky Dive",0.3,"XCH",0.3000,2173,"2025-12-30"
"Base","Soyjak",0.3,"XCH",0.3000,2470,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,2470,"2025-12-29"
"Mouth","Numb",0.3,"XCH",0.3000,2470,"2025-12-29"
"Face Wear","Shades",0.3,"XCH",0.3000,2470,"2025-12-29"
"Head","Viking Helmet",0.3,"XCH",0.3000,2470,"2025-12-29"
"Clothes","Ninja Turtle Fit",0.3,"XCH",0.3000,2470,"2025-12-29"
"Background","$CHIA",0.3,"XCH",0.3000,2470,"2025-12-29"
"Base","Papa Tang",0.3,"XCH",0.3000,3420,"2025-12-29"
"Face","Terminator",0.3,"XCH",0.3000,3420,"2025-12-29"
"Mouth","Screaming",0.3,"XCH",0.3000,3420,"2025-12-29"
"Face Wear","Clown Nose",0.3,"XCH",0.3000,3420,"2025-12-29"
"Head","Clown",0.3,"XCH",0.3000,3420,"2025-12-29"
"Clothes","Topless",0.3,"XCH",0.3000,3420,"2025-12-29"
"Background","Neo Mint",0.3,"XCH",0.3000,3420,"2025-12-29"
"Base","Soyjak",0.3,"XCH",0.3000,2702,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,2702,"2025-12-29"
"Mouth","Stunned",0.3,"XCH",0.3000,2702,"2025-12-29"
"Face Wear","Aviators",0.3,"XCH",0.3000,2702,"2025-12-29"
"Head","Soy Hair",0.3,"XCH",0.3000,2702,"2025-12-29"
"Clothes","Super Saiyan Uniform",0.3,"XCH",0.3000,2702,"2025-12-29"
"Background","$BEPE",0.3,"XCH",0.3000,2702,"2025-12-29"
"Base","Papa Tang",0.3,"XCH",0.3000,3443,"2025-12-29"
"Face","Terminator",0.3,"XCH",0.3000,3443,"2025-12-29"
"Mouth","Cohiba",0.3,"XCH",0.3000,3443,"2025-12-29"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,3443,"2025-12-29"
"Head","No Headgear",0.3,"XCH",0.3000,3443,"2025-12-29"
"Clothes","Viking Armor",0.3,"XCH",0.3000,3443,"2025-12-29"
"Background","Pirate Ship",0.3,"XCH",0.3000,3443,"2025-12-29"
"Base","Papa Tang",0.3,"XCH",0.3000,3205,"2025-12-29"
"Face","Bleeding Bags",0.3,"XCH",0.3000,3205,"2025-12-29"
"Mouth","Cig",0.3,"XCH",0.3000,3205,"2025-12-29"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,3205,"2025-12-29"
"Head","Tin Foil Hat",0.3,"XCH",0.3000,3205,"2025-12-29"
"Clothes","Bathrobe",0.3,"XCH",0.3000,3205,"2025-12-29"
"Background","Price Down",0.3,"XCH",0.3000,3205,"2025-12-29"
"Base","Wojak",0.4,"XCH",0.4000,989,"2025-12-29"
"Face","Classic",0.4,"XCH",0.4000,989,"2025-12-29"
"Mouth","Copium Mask",0.4,"XCH",0.4000,989,"2025-12-29"
"Face Wear","Ninja Turtle Mask",0.4,"XCH",0.4000,989,"2025-12-29"
"Head","Devil Horns",0.4,"XCH",0.4000,989,"2025-12-29"
"Clothes","Ninja Turtle Fit",0.4,"XCH",0.4000,989,"2025-12-29"
"Background","Hell",0.4,"XCH",0.4000,989,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,1826,"2025-12-29"
"Face","Rekt",0.3,"XCH",0.3000,1826,"2025-12-29"
"Mouth","Teeth",0.3,"XCH",0.3000,1826,"2025-12-29"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,1826,"2025-12-29"
"Head","SWAT Helmet",0.3,"XCH",0.3000,1826,"2025-12-29"
"Clothes","Wizard Drip",0.3,"XCH",0.3000,1826,"2025-12-29"
"Background","Chia Green",0.3,"XCH",0.3000,1826,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,366,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,366,"2025-12-29"
"Mouth","Pipe",0.3,"XCH",0.3000,366,"2025-12-29"
"Face Wear","Clown Nose",0.3,"XCH",0.3000,366,"2025-12-29"
"Head","Clown",0.3,"XCH",0.3000,366,"2025-12-29"
"Clothes","Straitjacket",0.3,"XCH",0.3000,366,"2025-12-29"
"Background","Radioactive Forest",0.3,"XCH",0.3000,366,"2025-12-29"
"Base","Baddie",0.3,"XCH",0.3000,3013,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,3013,"2025-12-29"
"Mouth","Cig",0.3,"XCH",0.3000,3013,"2025-12-29"
"Face Wear","Cool Glasses",0.3,"XCH",0.3000,3013,"2025-12-29"
"Head","No Headgear",0.3,"XCH",0.3000,3013,"2025-12-29"
"Clothes","Born to Ride",0.3,"XCH",0.3000,3013,"2025-12-29"
"Background","Chia Farm",0.3,"XCH",0.3000,3013,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,778,"2025-12-29"
"Face","Rekt",0.3,"XCH",0.3000,778,"2025-12-29"
"Mouth","Numb",0.3,"XCH",0.3000,778,"2025-12-29"
"Face Wear","Alpha Shades",0.3,"XCH",0.3000,778,"2025-12-29"
"Head","Cap",0.3,"XCH",0.3000,778,"2025-12-29"
"Clothes","Tee",0.3,"XCH",0.3000,778,"2025-12-29"
"Background","One Market",0.3,"XCH",0.3000,778,"2025-12-29"
"Base","Soyjak",0.3,"XCH",0.3000,2409,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,2409,"2025-12-29"
"Mouth","Joint",0.3,"XCH",0.3000,2409,"2025-12-29"
"Face Wear","Shades",0.3,"XCH",0.3000,2409,"2025-12-29"
"Head","Cap",0.3,"XCH",0.3000,2409,"2025-12-29"
"Clothes","Topless",0.3,"XCH",0.3000,2409,"2025-12-29"
"Background","Silicon Data Center",0.3,"XCH",0.3000,2409,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,646,"2025-12-29"
"Face","Rekt",0.3,"XCH",0.3000,646,"2025-12-29"
"Mouth","Teeth",0.3,"XCH",0.3000,646,"2025-12-29"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,646,"2025-12-29"
"Head","Cap",0.3,"XCH",0.3000,646,"2025-12-29"
"Clothes","Bathrobe",0.3,"XCH",0.3000,646,"2025-12-29"
"Background","Neo Mint",0.3,"XCH",0.3000,646,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,1247,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,1247,"2025-12-29"
"Mouth","Numb",0.3,"XCH",0.3000,1247,"2025-12-29"
"Face Wear","Cool Glasses",0.3,"XCH",0.3000,1247,"2025-12-29"
"Head","Super Saiyan",0.3,"XCH",0.3000,1247,"2025-12-29"
"Clothes","Born to Ride",0.3,"XCH",0.3000,1247,"2025-12-29"
"Background","Green Candle",0.3,"XCH",0.3000,1247,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,767,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,767,"2025-12-29"
"Mouth","Teeth",0.3,"XCH",0.3000,767,"2025-12-29"
"Face Wear","Night Vision",0.3,"XCH",0.3000,767,"2025-12-29"
"Head","Cap",0.3,"XCH",0.3000,767,"2025-12-29"
"Clothes","Tee",0.3,"XCH",0.3000,767,"2025-12-29"
"Background","Orange Grove",0.3,"XCH",0.3000,767,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,1292,"2025-12-29"
"Face","Rugged",0.3,"XCH",0.3000,1292,"2025-12-29"
"Mouth","Cig",0.3,"XCH",0.3000,1292,"2025-12-29"
"Face Wear","Clown Nose",0.3,"XCH",0.3000,1292,"2025-12-29"
"Head","Clown",0.3,"XCH",0.3000,1292,"2025-12-29"
"Clothes","Born to Ride",0.3,"XCH",0.3000,1292,"2025-12-29"
"Background","Mellow Yellow",0.3,"XCH",0.3000,1292,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,1158,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,1158,"2025-12-29"
"Mouth","Bandana Mask",0.3,"XCH",0.3000,1158,"2025-12-29"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,1158,"2025-12-29"
"Head","Clown",0.3,"XCH",0.3000,1158,"2025-12-29"
"Clothes","Bepe Army",0.3,"XCH",0.3000,1158,"2025-12-29"
"Background","$NECKCOIN",0.3,"XCH",0.3000,1158,"2025-12-29"
"Base","Papa Tang",0.3,"XCH",0.3000,3331,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,3331,"2025-12-29"
"Mouth","Bubble Gum",0.3,"XCH",0.3000,3331,"2025-12-29"
"Face Wear","Shades",0.3,"XCH",0.3000,3331,"2025-12-29"
"Head","SWAT Helmet",0.3,"XCH",0.3000,3331,"2025-12-29"
"Clothes","Sports Jacket",0.3,"XCH",0.3000,3331,"2025-12-29"
"Background","Sky Dive",0.3,"XCH",0.3000,3331,"2025-12-29"
"Base","Monkey Zoo",0.3,"XCH",0.3000,3561,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,3561,"2025-12-29"
"Mouth","Numb",0.3,"XCH",0.3000,3561,"2025-12-29"
"Face Wear","Alpha Shades",0.3,"XCH",0.3000,3561,"2025-12-29"
"Head","SWAT Helmet",0.3,"XCH",0.3000,3561,"2025-12-29"
"Clothes","Sports Jacket",0.3,"XCH",0.3000,3561,"2025-12-29"
"Background","Route 66",0.3,"XCH",0.3000,3561,"2025-12-29"
"Base","Wojak",0.3,"XCH",0.3000,1224,"2025-12-29"
"Face","Classic",0.3,"XCH",0.3000,1224,"2025-12-29"
"Mouth","Cig",0.3,"XCH",0.3000,1224,"2025-12-29"
"Face Wear","No Face Wear",0.3,"XCH",0.3000,1224,"2025-12-29"
"Head","Beer Hat",0.3,"XCH",0.3000,1224,"2025-12-29"
"Clothes","Born to Ride",0.3,"XCH",0.3000,1224,"2025-12-29"
"Background","Route 66",0.3,"XCH",0.3000,1224,"2025-12-29"
"Base","Alien Wojak",3,"XCH",3.0000,3807,"2025-12-30"
"Face","Classic",3,"XCH",3.0000,3807,"2025-12-30"
"Mouth","Neckbeard",3,"XCH",3.0000,3807,"2025-12-30"
"Face Wear","Ninja Turtle Mask",3,"XCH",3.0000,3807,"2025-12-30"
"Head","Fedora",3,"XCH",3.0000,3807,"2025-12-30"
"Clothes","Leather Jacket",3,"XCH",3.0000,3807,"2025-12-30"
"Background","Moon",3,"XCH",3.0000,3807,"2025-12-30"
